foxf1_ko_10hpf_rnaseq_june_6	foxf_ko_10hpf_rnaseq_may_31	lacz1_ko_10hpf_rnaseq_may_31	lacz2_ko_10hpf_rnaseq_june_6	ngn2_ko_10hpf_rnaseq_june_6	ngn2_ko_10hpf_rnaseq_may_31
KH2013:KH.C2.1058	0	2	0	1	7	2
KH2013:KH.C2.1059	0	0	0	0	0	0
KH2013:KH.C2.106	99	296	132	78	126	390
KH2013:KH.C2.1060	169	414	238	156	186	619
KH2013:KH.C2.1061	105	314	186	95	143	482
KH2013:KH.C2.1062	19	58	38	25	35	69
KH2013:KH.C2.1063	75	229	88	44	66	232
KH2013:KH.C2.1065	56	119	41	55	52	162
KH2013:KH.C2.1066	0	1	0	0	0	5
KH2013:KH.C2.1067	441	1207	684	343	447	1835
KH2013:KH.C2.1068	724	1915	819	485	679	2477
KH2013:KH.C2.1069	34	173	75	96	109	155
KH2013:KH.C2.107	36	70	73	36	47	164
KH2013:KH.C2.1070	1	0	0	0	1	0
KH2013:KH.C2.1071	108	167	109	80	93	256
KH2013:KH.C2.1072	212	532	310	243	250	933
KH2013:KH.C2.1073	623	1058	527	335	431	1653
KH2013:KH.C2.1074	21	56	26	24	11	89
KH2013:KH.C2.1075	173	408	206	131	188	641
KH2013:KH.C2.1076	29	68	39	21	25	123
KH2013:KH.C2.1077	390	887	480	257	309	1175
KH2013:KH.C2.1078	705	1482	818	501	694	2430
KH2013:KH.C2.1079	15	54	46	18	24	120
KH2013:KH.C2.108	753	1643	767	552	792	2294
KH2013:KH.C2.1080	89	286	137	72	120	358
KH2013:KH.C2.1081	34	62	50	23	17	139
KH2013:KH.C2.1082	5	4	3	0	5	18
KH2013:KH.C2.1083	2	6	0	0	4	7
KH2013:KH.C2.1084	0	0	1	0	1	1
KH2013:KH.C2.1085	21	81	29	14	17	86
KH2013:KH.C2.1086	2949	7714	3335	2477	3500	9971
KH2013:KH.C2.1087	36	95	38	22	44	147
KH2013:KH.C2.1088	257	553	289	169	254	823
KH2013:KH.C2.1089	91	182	117	51	72	254
KH2013:KH.C2.109	52	111	100	25	50	221
KH2013:KH.C2.1090	0	0	0	0	0	0
KH2013:KH.C2.1091	1	4	3	0	0	1
KH2013:KH.C2.1092	0	4	0	1	1	0
KH2013:KH.C2.1094	278	534	323	192	314	924
KH2013:KH.C2.1095	10	24	3	6	2	8
KH2013:KH.C2.1096	45	133	90	32	31	191
KH2013:KH.C2.1097	0	0	0	0	0	0
KH2013:KH.C2.1098	28	111	56	24	17	152
KH2013:KH.C2.1099	2	4	6	4	3	12
KH2013:KH.C2.11	37	152	93	77	81	416
KH2013:KH.C2.110	0	0	0	0	0	0
KH2013:KH.C2.1100	47	84	46	29	35	102
KH2013:KH.C2.1101	163	462	196	109	163	624
KH2013:KH.C2.1102	110	227	133	59	114	379
KH2013:KH.C2.1103	1357	2948	1471	779	1037	4126
KH2013:KH.C2.1104	497	1336	754	392	531	2036
KH2013:KH.C2.1105	9	28	5	12	9	34
KH2013:KH.C2.1106	73	172	91	53	87	311
KH2013:KH.C2.1107	134	296	200	108	112	482
KH2013:KH.C2.1108	91	240	163	82	108	327
KH2013:KH.C2.1109	1	8	0	1	1	8
KH2013:KH.C2.111	85	215	119	85	128	368
KH2013:KH.C2.1110	43	124	70	40	33	272
KH2013:KH.C2.1111	0	5	4	1	1	3
KH2013:KH.C2.1112	1	0	0	0	0	1
KH2013:KH.C2.1113	84	220	125	76	103	303
KH2013:KH.C2.1114	5	5	3	0	3	20
KH2013:KH.C2.1115	87	328	181	55	106	376
KH2013:KH.C2.1116	86	124	77	58	48	250
KH2013:KH.C2.1117	3	17	4	8	5	18
KH2013:KH.C2.1118	0	0	0	2	0	1
KH2013:KH.C2.1119	792	1890	905	593	874	2769
KH2013:KH.C2.112	104	185	79	76	104	341
KH2013:KH.C2.1120	19	47	17	10	22	46
KH2013:KH.C2.1121	205	439	287	125	223	807
KH2013:KH.C2.1122	0	3	1	0	0	0
KH2013:KH.C2.1123	6	70	30	19	14	70
KH2013:KH.C2.1124	25	48	39	16	19	110
KH2013:KH.C2.1125	467	1337	642	411	517	1969
KH2013:KH.C2.1126	0	0	0	0	1	7
KH2013:KH.C2.1127	0	2	0	0	0	3
KH2013:KH.C2.1128	7	29	8	15	13	37
KH2013:KH.C2.1129	24	60	37	20	18	82
KH2013:KH.C2.113	5	8	6	3	1	5
KH2013:KH.C2.1130	1	3	1	4	3	6
KH2013:KH.C2.1131	1	0	0	0	0	0
KH2013:KH.C2.1132	96	26	21	70	94	130
KH2013:KH.C2.1133	0	1	0	0	0	1
KH2013:KH.C2.1134	12	132	57	10	15	182
KH2013:KH.C2.1135	28	58	32	17	34	96
KH2013:KH.C2.1136	9	12	5	3	5	13
KH2013:KH.C2.1137	3	6	5	16	5	18
KH2013:KH.C2.1138	0	1	0	0	0	1
KH2013:KH.C2.1139	5	6	7	3	3	9
KH2013:KH.C2.114	2	2	3	2	8	10
KH2013:KH.C2.1140	0	1	0	0	1	4
KH2013:KH.C2.1141	27	58	26	16	14	78
KH2013:KH.C2.1142	3	3	7	4	6	5
KH2013:KH.C2.1143	23	72	37	23	35	102
KH2013:KH.C2.1144	3	5	2	0	2	7
KH2013:KH.C2.1145	4	76	24	1	2	81
KH2013:KH.C2.1146	27	74	25	20	37	100
KH2013:KH.C2.1147	373	1091	419	283	394	1171
KH2013:KH.C2.1148	5	12	4	1	2	20
KH2013:KH.C2.1149	42	146	66	31	41	167
KH2013:KH.C2.115	0	0	0	0	0	0
KH2013:KH.C2.1150	34	116	53	32	41	170
KH2013:KH.C2.1151	11	19	21	5	16	39
KH2013:KH.C2.1152	0	0	0	0	0	4
KH2013:KH.C2.1153	42	106	34	26	39	108
KH2013:KH.C2.1154	4	3	2	2	1	6
KH2013:KH.C2.116	66	219	126	26	62	463
KH2013:KH.C2.117	62	181	116	57	91	299
KH2013:KH.C2.118	8	39	27	23	8	91
KH2013:KH.C2.119	0	2	0	1	1	2
KH2013:KH.C2.12	844	2119	1001	426	666	3256
KH2013:KH.C2.120	11	20	8	12	19	51
KH2013:KH.C2.121	15	56	22	23	25	89
KH2013:KH.C2.122	15	61	32	10	24	78
KH2013:KH.C2.123	27	100	76	23	29	177
KH2013:KH.C2.124	106	248	131	67	108	392
KH2013:KH.C2.125	73	273	95	142	128	378
KH2013:KH.C2.126	32	83	32	27	40	151
KH2013:KH.C2.127	17	90	56	39	49	158
KH2013:KH.C2.128	23	55	31	22	19	112
KH2013:KH.C2.129	12	40	13	4	13	50
KH2013:KH.C2.13	273	624	330	208	261	907
KH2013:KH.C2.131	27	83	42	42	19	145
KH2013:KH.C2.132	6	25	21	9	21	44
KH2013:KH.C2.133	240	1623	490	442	529	1011
KH2013:KH.C2.134	100	298	105	68	87	332
KH2013:KH.C2.135	1764	3883	2083	1255	1602	5918
KH2013:KH.C2.136	16	45	13	4	17	30
KH2013:KH.C2.137	490	1134	593	333	456	1691
KH2013:KH.C2.138	156	401	143	127	188	508
KH2013:KH.C2.139	77	195	94	43	69	292
KH2013:KH.C2.14	2	2	1	0	4	3
KH2013:KH.C2.140	107	228	105	65	98	280
KH2013:KH.C2.141	450	932	412	289	380	1439
KH2013:KH.C2.142	322	627	365	222	283	999
KH2013:KH.C2.143	108	276	107	72	84	404
KH2013:KH.C2.144	64	164	68	34	81	267
KH2013:KH.C2.145	270	647	324	183	223	903
KH2013:KH.C2.146	87	304	139	105	107	378
KH2013:KH.C2.147	3	11	5	4	3	1
KH2013:KH.C2.148	0	0	0	1	2	1
KH2013:KH.C2.149	787	2162	1203	744	735	3295
KH2013:KH.C2.15	87	218	97	64	87	305
KH2013:KH.C2.150	306	905	397	315	485	1235
KH2013:KH.C2.151	201	703	387	310	299	1069
KH2013:KH.C2.152	0	0	0	0	0	0
KH2013:KH.C2.153	45	137	96	56	52	270
KH2013:KH.C2.154	0	13	7	2	0	10
KH2013:KH.C2.155	39	89	36	17	25	115
KH2013:KH.C2.156	69	129	29	31	23	109
KH2013:KH.C2.157	6	20	10	8	11	58
KH2013:KH.C2.158	10	39	19	10	17	74
KH2013:KH.C2.159	418	933	456	299	378	1378
KH2013:KH.C2.16	558	1186	793	463	527	1854
KH2013:KH.C2.160	0	9	1	2	2	15
KH2013:KH.C2.161	25	50	31	28	23	60
KH2013:KH.C2.162	850	1848	839	519	786	2406
KH2013:KH.C2.163	1	1	0	0	0	4
KH2013:KH.C2.164	40	95	64	35	32	138
KH2013:KH.C2.165	2	2	0	0	4	0
KH2013:KH.C2.166	920	2209	1300	824	772	3682
KH2013:KH.C2.167	866	1799	845	656	891	2578
KH2013:KH.C2.168	253	632	297	159	218	848
KH2013:KH.C2.169	18	62	21	17	26	78
KH2013:KH.C2.17	4	9	2	4	1	4
KH2013:KH.C2.170	1068	2426	1168	606	439	3346
KH2013:KH.C2.171	42	197	94	37	67	234
KH2013:KH.C2.172	423	1149	596	319	443	1664
KH2013:KH.C2.173	146	257	205	103	101	535
KH2013:KH.C2.174	44	85	58	27	34	160
KH2013:KH.C2.175	307	647	357	207	294	1041
KH2013:KH.C2.176	104	253	138	85	119	371
KH2013:KH.C2.177	31	94	33	18	21	79
KH2013:KH.C2.178	5	13	6	3	7	34
KH2013:KH.C2.179	277	611	286	169	248	810
KH2013:KH.C2.180	311	622	436	267	315	1146
KH2013:KH.C2.181	329	847	378	265	391	1205
KH2013:KH.C2.182	0	4	7	4	6	21
KH2013:KH.C2.183	97	203	82	49	65	286
KH2013:KH.C2.184	34	82	31	12	21	78
KH2013:KH.C2.185	13	45	21	7	15	66
KH2013:KH.C2.186	24	44	31	21	15	71
KH2013:KH.C2.187	436	1207	443	391	522	1487
KH2013:KH.C2.188	33	132	45	17	31	137
KH2013:KH.C2.189	21	30	17	14	11	56
KH2013:KH.C2.19	183	491	271	119	193	824
KH2013:KH.C2.190	208	313	159	177	193	451
KH2013:KH.C2.191	56	143	56	40	66	183
KH2013:KH.C2.192	508	1210	675	307	401	1811
KH2013:KH.C2.193	8	25	11	7	4	22
KH2013:KH.C2.194	56	137	93	52	60	227
KH2013:KH.C2.195	12	14	22	5	13	26
KH2013:KH.C2.196	24	68	20	15	26	95
KH2013:KH.C2.197	1	15	0	0	2	3
KH2013:KH.C2.198	1408	3133	1674	1122	1510	4890
KH2013:KH.C2.199	48	183	66	50	49	200
KH2013:KH.C2.2	189	388	254	112	168	682
KH2013:KH.C2.20	10	130	12	26	40	142
KH2013:KH.C2.200	9	21	13	9	23	37
KH2013:KH.C2.201	22	56	6	39	24	98
KH2013:KH.C2.202	76	218	103	71	110	312
KH2013:KH.C2.203	39	95	54	38	51	106
KH2013:KH.C2.204	1552	4082	1926	864	1160	6082
KH2013:KH.C2.205	20	131	26	17	51	114
KH2013:KH.C2.206	18	72	22	12	24	43
KH2013:KH.C2.207	3	10	2	3	6	15
KH2013:KH.C2.208	176	521	256	179	216	786
KH2013:KH.C2.209	27	79	36	56	60	134
KH2013:KH.C2.21	19	34	13	6	22	62
KH2013:KH.C2.210	261	688	317	184	212	967
KH2013:KH.C2.211	0	1	0	0	0	1
KH2013:KH.C2.212	12	93	37	21	22	138
KH2013:KH.C2.213	72	185	111	54	58	260
KH2013:KH.C2.214	151	366	228	132	184	603
KH2013:KH.C2.216	403	1029	476	312	426	1580
KH2013:KH.C2.217	121	290	273	131	169	702
KH2013:KH.C2.218	143	392	233	110	166	511
KH2013:KH.C2.219	18	36	22	10	23	87
KH2013:KH.C2.22	47	237	91	81	84	298
KH2013:KH.C2.220	15	81	40	13	14	68
KH2013:KH.C2.221	3	3	6	1	1	8
KH2013:KH.C2.222	0	2	3	2	1	18
KH2013:KH.C2.223	2925	6261	3238	1748	2273	10218
KH2013:KH.C2.224	20	29	20	7	19	81
KH2013:KH.C2.225	0	0	0	0	0	0
KH2013:KH.C2.226	11	106	33	24	36	126
KH2013:KH.C2.227	222	513	325	143	181	846
KH2013:KH.C2.228	103	402	194	65	106	517
KH2013:KH.C2.229	249	798	353	326	411	945
KH2013:KH.C2.23	98	260	126	117	118	364
KH2013:KH.C2.230	172	557	256	143	193	782
KH2013:KH.C2.231	143	368	207	134	145	509
KH2013:KH.C2.232	45	146	57	34	43	183
KH2013:KH.C2.233	4	11	2	4	0	1
KH2013:KH.C2.234	64	163	97	69	85	260
KH2013:KH.C2.235	1	12	9	2	7	13
KH2013:KH.C2.236	6	31	7	7	4	32
KH2013:KH.C2.237	59	198	92	64	79	239
KH2013:KH.C2.238	92	273	126	62	75	331
KH2013:KH.C2.239	33	70	32	12	58	67
KH2013:KH.C2.24	123	317	196	98	139	574
KH2013:KH.C2.240	747	1739	985	612	661	2664
KH2013:KH.C2.241	0	11	3	3	3	9
KH2013:KH.C2.243	6	25	1	0	4	10
KH2013:KH.C2.244	97	435	98	107	188	331
KH2013:KH.C2.245	460	1014	630	310	429	1684
KH2013:KH.C2.246	277	798	461	206	267	1338
KH2013:KH.C2.247	182	489	255	131	147	726
KH2013:KH.C2.248	200	997	267	211	445	931
KH2013:KH.C2.249	17	133	23	29	51	189
KH2013:KH.C2.25	261	662	416	189	256	874
KH2013:KH.C2.250	1	0	1	1	0	1
KH2013:KH.C2.251	41	178	67	53	88	256
KH2013:KH.C2.252	0	5	1	1	3	9
KH2013:KH.C2.253	211	531	299	158	181	890
KH2013:KH.C2.254	229	733	373	258	357	1199
KH2013:KH.C2.255	36	82	72	28	27	127
KH2013:KH.C2.256	119	308	149	80	145	457
KH2013:KH.C2.257	403	770	368	299	335	1177
KH2013:KH.C2.258	1	2	3	0	0	0
KH2013:KH.C2.259	1	0	0	2	1	3
KH2013:KH.C2.26	403	1109	569	305	411	1626
KH2013:KH.C2.260	0	1	0	0	1	2
KH2013:KH.C2.261	21	38	14	13	19	59
KH2013:KH.C2.262	264	627	353	258	282	973
KH2013:KH.C2.263	0	0	0	0	0	0
KH2013:KH.C2.264	1	1	0	3	0	5
KH2013:KH.C2.265	195	605	316	114	155	934
KH2013:KH.C2.266	282	776	399	201	283	1066
KH2013:KH.C2.267	0	1	0	0	1	0
KH2013:KH.C2.268	62	184	94	44	89	253
KH2013:KH.C2.269	109	329	163	89	134	548
KH2013:KH.C2.27	85	221	134	78	130	447
KH2013:KH.C2.270	11	40	11	13	10	71
KH2013:KH.C2.271	230	739	263	202	351	971
KH2013:KH.C2.272	379	823	388	295	337	1181
KH2013:KH.C2.273	0	1	0	0	0	0
KH2013:KH.C2.274	658	1616	996	477	641	2509
KH2013:KH.C2.275	14	59	17	23	13	62
KH2013:KH.C2.276	119	445	153	97	153	584
KH2013:KH.C2.277	576	1471	754	491	530	2033
KH2013:KH.C2.278	94	274	123	83	112	361
KH2013:KH.C2.279	38	99	65	35	54	214
KH2013:KH.C2.28	565	1442	654	389	589	2156
KH2013:KH.C2.280	13	72	29	9	17	116
KH2013:KH.C2.281	47	123	50	36	39	172
KH2013:KH.C2.282	354	748	394	226	334	1115
KH2013:KH.C2.283	2	4	4	1	1	3
KH2013:KH.C2.284	163	404	226	120	154	585
KH2013:KH.C2.285	4	16	7	7	4	22
KH2013:KH.C2.286	359	842	368	273	412	1116
KH2013:KH.C2.287	59	80	62	26	47	223
KH2013:KH.C2.288	99	361	210	93	118	557
KH2013:KH.C2.289	0	3	1	0	1	2
KH2013:KH.C2.29	30	59	46	24	33	189
KH2013:KH.C2.290	132	370	258	144	176	724
KH2013:KH.C2.291	1	1	0	0	0	5
KH2013:KH.C2.292	463	994	628	359	445	1579
KH2013:KH.C2.293	81	124	117	34	62	235
KH2013:KH.C2.294	276	762	375	230	289	1062
KH2013:KH.C2.295	2	17	6	4	3	12
KH2013:KH.C2.296	129	216	110	89	101	340
KH2013:KH.C2.297	0	5	4	5	4	12
KH2013:KH.C2.298	964	2317	1192	837	1030	3641
KH2013:KH.C2.299	283	693	343	209	265	873
KH2013:KH.C2.3	88	191	78	71	54	220
KH2013:KH.C2.30	228	573	319	206	283	774
KH2013:KH.C2.300	0	9	1	0	0	1
KH2013:KH.C2.301	48	126	70	57	69	180
KH2013:KH.C2.302	146	352	152	94	157	495
KH2013:KH.C2.303	10	14	13	5	5	22
KH2013:KH.C2.304	238	497	219	158	225	730
KH2013:KH.C2.305	18	41	24	9	15	42
KH2013:KH.C2.306	3435	7436	4002	1975	2719	11012
KH2013:KH.C2.307	7	13	6	2	4	25
KH2013:KH.C2.308	0	0	0	0	0	5
KH2013:KH.C2.309	66	122	77	38	57	187
KH2013:KH.C2.31	122	370	222	95	132	494
KH2013:KH.C2.310	165	546	326	118	161	703
KH2013:KH.C2.311	162	355	170	101	188	483
KH2013:KH.C2.312	47	266	153	96	112	386
KH2013:KH.C2.313	95	237	141	108	96	420
KH2013:KH.C2.314	0	0	1	0	0	0
KH2013:KH.C2.315	1	6	2	4	1	25
KH2013:KH.C2.316	27	68	29	18	40	113
KH2013:KH.C2.317	291	706	365	221	305	970
KH2013:KH.C2.318	206	397	227	162	175	463
KH2013:KH.C2.319	5	64	18	6	14	69
KH2013:KH.C2.32	0	0	0	0	0	0
KH2013:KH.C2.320	3	27	15	0	3	54
KH2013:KH.C2.321	588	1663	978	483	708	2552
KH2013:KH.C2.322	1246	3158	1393	979	1324	4388
KH2013:KH.C2.323	0	2	3	1	2	5
KH2013:KH.C2.324	284	724	299	207	267	855
KH2013:KH.C2.325	102	273	116	43	67	326
KH2013:KH.C2.326	8	32	1	15	10	45
KH2013:KH.C2.327	516	1441	709	347	491	2199
KH2013:KH.C2.328	29	68	40	23	27	99
KH2013:KH.C2.329	517	1568	796	440	484	2360
KH2013:KH.C2.33	49	176	75	65	72	328
KH2013:KH.C2.330	117	288	144	94	115	407
KH2013:KH.C2.331	186	483	243	149	175	742
KH2013:KH.C2.332	166	444	246	124	166	694
KH2013:KH.C2.333	6	7	7	4	3	7
KH2013:KH.C2.334	500	1532	786	494	652	2291
KH2013:KH.C2.335	128	408	184	109	125	553
KH2013:KH.C2.336	45	195	76	92	84	316
KH2013:KH.C2.337	64	32	55	117	129	130
KH2013:KH.C2.338	19	79	37	28	21	128
KH2013:KH.C2.339	536	786	381	427	511	1193
KH2013:KH.C2.34	486	1051	975	743	671	2723
KH2013:KH.C2.340	0	0	0	0	0	0
KH2013:KH.C2.341	1	2	1	0	0	0
KH2013:KH.C2.342	229	584	291	192	203	798
KH2013:KH.C2.343	105	263	151	83	86	395
KH2013:KH.C2.344	13	43	18	9	15	28
KH2013:KH.C2.345	759	2188	960	566	900	2572
KH2013:KH.C2.346	7	18	7	19	17	39
KH2013:KH.C2.348	142	402	146	103	142	587
KH2013:KH.C2.349	135	439	203	123	193	632
KH2013:KH.C2.35	19	65	51	17	38	93
KH2013:KH.C2.350	297	803	439	268	273	1266
KH2013:KH.C2.351	1	0	0	0	0	0
KH2013:KH.C2.352	5	15	5	2	7	16
KH2013:KH.C2.353	595	1602	927	405	634	2416
KH2013:KH.C2.354	29	46	34	17	16	60
KH2013:KH.C2.355	0	0	0	0	0	0
KH2013:KH.C2.357	0	0	0	0	0	0
KH2013:KH.C2.358	514	1535	722	378	506	2221
KH2013:KH.C2.359	120	323	162	89	104	526
KH2013:KH.C2.36	2144	5038	2411	1632	2185	7299
KH2013:KH.C2.360	533	1201	687	450	527	1633
KH2013:KH.C2.361	11	41	11	14	16	64
KH2013:KH.C2.362	280	380	212	157	214	529
KH2013:KH.C2.363	321	764	450	205	299	1213
KH2013:KH.C2.364	14	102	25	15	24	90
KH2013:KH.C2.365	51	94	55	30	40	147
KH2013:KH.C2.366	218	554	279	141	201	967
KH2013:KH.C2.367	0	3	2	4	1	9
KH2013:KH.C2.368	0	0	0	0	0	1
KH2013:KH.C2.369	130	314	193	117	123	490
KH2013:KH.C2.37	69	133	85	30	64	171
KH2013:KH.C2.370	472	1480	711	427	486	1880
KH2013:KH.C2.371	21	79	27	28	34	133
KH2013:KH.C2.372	26	65	29	16	19	55
KH2013:KH.C2.373	18	87	16	10	34	70
KH2013:KH.C2.374	514	1520	758	362	534	2352
KH2013:KH.C2.375	662	1391	765	451	519	2203
KH2013:KH.C2.376	661	1607	868	524	626	2549
KH2013:KH.C2.377	31	263	65	54	98	235
KH2013:KH.C2.378	20	38	17	21	32	47
KH2013:KH.C2.379	173	381	217	99	149	560
KH2013:KH.C2.38	534	1141	569	328	549	1622
KH2013:KH.C2.380	61	403	113	97	177	321
KH2013:KH.C2.381	36	100	66	36	49	174
KH2013:KH.C2.382	81	182	143	74	93	344
KH2013:KH.C2.383	116	234	145	67	106	364
KH2013:KH.C2.384	196	626	311	189	248	849
KH2013:KH.C2.385	2	3	2	2	2	2
KH2013:KH.C2.386	25	75	44	31	33	85
KH2013:KH.C2.387	805	2164	975	537	672	2916
KH2013:KH.C2.388	0	0	0	0	0	0
KH2013:KH.C2.389	32	65	32	18	22	77
KH2013:KH.C2.39	390	999	446	410	433	1342
KH2013:KH.C2.390	243	736	361	238	317	1198
KH2013:KH.C2.391	0	4	2	1	3	4
KH2013:KH.C2.392	105	311	137	75	115	425
KH2013:KH.C2.393	178	341	168	144	234	554
KH2013:KH.C2.394	1	2	2	1	0	1
KH2013:KH.C2.395	5	7	8	3	3	15
KH2013:KH.C2.396	0	4	2	3	0	2
KH2013:KH.C2.397	18	56	21	12	25	62
KH2013:KH.C2.398	43	86	44	14	30	106
KH2013:KH.C2.399	3	18	2	6	8	21
KH2013:KH.C2.4	307	815	448	178	240	1352
KH2013:KH.C2.40	0	3	0	0	0	0
KH2013:KH.C2.400	100	216	184	76	80	357
KH2013:KH.C2.401	200	424	193	129	226	624
KH2013:KH.C2.402	7	34	12	7	4	28
KH2013:KH.C2.403	176	323	298	177	102	669
KH2013:KH.C2.404	12	18	11	7	2	55
KH2013:KH.C2.405	136	314	225	85	134	567
KH2013:KH.C2.406	2453	6179	2963	2039	2736	8840
KH2013:KH.C2.407	211	475	288	168	111	658
KH2013:KH.C2.408	2	12	3	1	2	12
KH2013:KH.C2.409	12	39	19	17	13	75
KH2013:KH.C2.41	88	224	141	49	72	323
KH2013:KH.C2.410	110	206	137	57	94	335
KH2013:KH.C2.411	25	89	21	16	53	125
KH2013:KH.C2.412	236	801	375	188	251	995
KH2013:KH.C2.413	0	0	0	0	0	2
KH2013:KH.C2.414	45	148	53	39	49	206
KH2013:KH.C2.415	222	620	276	191	277	787
KH2013:KH.C2.416	16	29	16	7	16	48
KH2013:KH.C2.417	54	116	63	50	44	243
KH2013:KH.C2.418	71	177	75	45	69	288
KH2013:KH.C2.419	0	0	0	4	0	4
KH2013:KH.C2.42	21	46	8	4	11	25
KH2013:KH.C2.420	482	1180	668	403	379	1693
KH2013:KH.C2.421	463	1101	575	420	559	1924
KH2013:KH.C2.422	88	291	151	96	138	503
KH2013:KH.C2.423	69	218	102	50	88	308
KH2013:KH.C2.424	4116	9874	5239	3143	4309	14552
KH2013:KH.C2.425	1617	3970	1965	1076	1271	5672
KH2013:KH.C2.426	7	12	2	15	16	6
KH2013:KH.C2.427	5	7	3	3	4	7
KH2013:KH.C2.428	2	38	21	1	0	40
KH2013:KH.C2.429	41	92	43	39	34	133
KH2013:KH.C2.43	345	1000	501	230	372	1293
KH2013:KH.C2.430	205	532	284	222	226	886
KH2013:KH.C2.431	8	47	40	24	15	95
KH2013:KH.C2.432	229	532	250	158	264	778
KH2013:KH.C2.433	7	36	16	17	18	57
KH2013:KH.C2.434	43	106	75	46	54	184
KH2013:KH.C2.435	301	742	394	194	210	853
KH2013:KH.C2.436	15	47	23	20	32	94
KH2013:KH.C2.437	174	350	272	140	179	748
KH2013:KH.C2.438	195	496	303	162	195	846
KH2013:KH.C2.439	531	1185	635	405	493	1951
KH2013:KH.C2.44	635	1441	750	436	564	2190
KH2013:KH.C2.441	541	1076	563	260	421	1561
KH2013:KH.C2.442	40	140	49	61	110	208
KH2013:KH.C2.443	7	26	31	11	1	78
KH2013:KH.C2.444	109	152	62	52	90	191
KH2013:KH.C2.445	512	1241	583	346	520	1990
KH2013:KH.C2.446	402	1003	524	271	409	1384
KH2013:KH.C2.447	64	301	127	39	51	293
KH2013:KH.C2.448	11	35	8	10	6	57
KH2013:KH.C2.449	177	477	211	140	158	620
KH2013:KH.C2.45	103	231	122	76	90	291
KH2013:KH.C2.450	78	278	152	70	76	403
KH2013:KH.C2.451	165	544	255	152	198	793
KH2013:KH.C2.452	49	172	68	41	58	225
KH2013:KH.C2.453	27	98	24	18	31	73
KH2013:KH.C2.454	50	194	66	168	122	236
KH2013:KH.C2.455	291	720	317	142	216	1044
KH2013:KH.C2.456	2	5	8	6	0	2
KH2013:KH.C2.457	151	334	135	141	143	477
KH2013:KH.C2.458	580	1334	721	417	608	2381
KH2013:KH.C2.459	134	325	201	106	109	511
KH2013:KH.C2.46	146	459	217	97	164	682
KH2013:KH.C2.460	9	22	9	10	8	43
KH2013:KH.C2.461	0	10	5	9	5	5
KH2013:KH.C2.462	118	359	188	92	132	544
KH2013:KH.C2.463	49	141	89	45	71	252
KH2013:KH.C2.464	2	26	8	12	4	30
KH2013:KH.C2.465	1	12	4	4	5	19
KH2013:KH.C2.466	356	796	420	255	340	1194
KH2013:KH.C2.467	1	1	0	0	2	7
KH2013:KH.C2.468	34	10	1	10	18	22
KH2013:KH.C2.469	376	992	520	268	420	1467
KH2013:KH.C2.47	140	302	149	92	125	492
KH2013:KH.C2.470	75	191	140	51	92	300
KH2013:KH.C2.471	685	1685	747	439	556	2012
KH2013:KH.C2.472	14	41	22	20	29	79
KH2013:KH.C2.473	272	832	421	196	321	1119
KH2013:KH.C2.474	6	53	11	10	13	44
KH2013:KH.C2.475	114	284	129	75	120	435
KH2013:KH.C2.476	1	27	0	4	8	12
KH2013:KH.C2.477	85	457	218	63	58	490
KH2013:KH.C2.478	0	0	0	0	1	6
KH2013:KH.C2.479	53	164	63	32	42	285
KH2013:KH.C2.48	65	228	105	145	150	422
KH2013:KH.C2.480	127	282	172	125	120	459
KH2013:KH.C2.481	85	239	127	68	85	407
KH2013:KH.C2.482	0	0	1	1	0	3
KH2013:KH.C2.483	523	1075	559	369	457	1634
KH2013:KH.C2.484	5199	11284	5821	3445	4590	15931
KH2013:KH.C2.485	0	0	0	0	0	0
KH2013:KH.C2.486	724	1990	1186	691	862	3338
KH2013:KH.C2.487	138	285	153	111	155	458
KH2013:KH.C2.488	32	98	39	18	38	184
KH2013:KH.C2.489	49	87	57	29	58	164
KH2013:KH.C2.49	44	131	46	26	42	146
KH2013:KH.C2.490	341	755	357	263	300	1055
KH2013:KH.C2.491	1	1	1	0	1	3
KH2013:KH.C2.492	412	1202	718	369	466	2036
KH2013:KH.C2.493	0	0	0	0	0	1
KH2013:KH.C2.494	357	968	535	261	422	1583
KH2013:KH.C2.495	167	453	290	184	191	743
KH2013:KH.C2.496	154	367	204	118	171	606
KH2013:KH.C2.497	109	261	111	74	110	354
KH2013:KH.C2.498	42	165	60	35	42	214
KH2013:KH.C2.499	656	1836	847	472	667	2713
KH2013:KH.C2.5	802	1453	712	360	502	1954
KH2013:KH.C2.50	24	91	32	32	28	91
KH2013:KH.C2.500	3	4	0	5	1	9
KH2013:KH.C2.501	122	261	129	90	131	440
KH2013:KH.C2.502	0	11	2	1	1	19
KH2013:KH.C2.503	14	213	62	25	39	182
KH2013:KH.C2.504	0	3	0	0	0	5
KH2013:KH.C2.505	463	930	476	312	478	1489
KH2013:KH.C2.506	66	239	85	40	90	313
KH2013:KH.C2.507	68	303	102	78	70	354
KH2013:KH.C2.508	0	4	0	0	0	9
KH2013:KH.C2.509	32	146	58	38	52	147
KH2013:KH.C2.51	78	216	82	55	88	324
KH2013:KH.C2.510	188	402	184	148	175	541
KH2013:KH.C2.511	256	610	269	226	255	881
KH2013:KH.C2.512	165	324	211	110	132	528
KH2013:KH.C2.513	102	259	115	48	72	347
